id,source_index,source_text,Bangla_Translation,Label,augmentation_type
pro_public_aug_119,2345,পাবলিক বিশ্ববিদ্যালয়ের ডিগ্রির প্রতি এখনও সমাজের অনেক অংশের আলাদা আস্থা রয়েছে।,পাবলিক বিশ্ববিদ্যালয়ের ডিগ্রির প্রতি এখনও সমাজের অনেক অংশের ভিন্ন আস্থা রয়েছে।,pro_public,SR
pro_public_aug_120,2348,পাবলিক বিশ্ববিদ্যালয়ের বৈচিত্র্যময় ক্যাম্পাসজীবন সামাজিক বাস্তবতা বোঝার সুযোগ দেয়।,পাবলিক বিশ্ববিদ্যালয়ের বৈচিত্র্যময় শিক্ষাঙ্গনজীবন সামাজিক বাস্তবতা বোঝার সুযোগ দেয়।,pro_public,SR
pro_public_aug_121,2380,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বড় মেধা প্রতিযোগিতা জয়ের স্বীকৃতি হিসেবে দেখা হয়।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বড় যোগ্যতা প্রতিযোগিতা জয়ের স্বীকৃতি হিসেবে দেখা হয়।,pro_public,SR
pro_public_aug_122,2392,পাবলিক বিশ্ববিদ্যালয় বহু মেধাবী শিক্ষার্থীর জন্য কম খরচে মানসম্মত ভিত্তি গড়ে দেয়।,পাবলিক বিশ্ববিদ্যালয় বহু যোগ্যতাবী শিক্ষার্থীর জন্য কম খরচে মানসম্মত ভিত্তি গড়ে দেয়।,pro_public,SR
pro_public_aug_123,2416,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বহু পরিবারের কাছে গর্বের বিষয়।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বহু পরিবারের কাছে অহংকারের বিষয়।,pro_public,SR
pro_public_aug_124,2430,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন প্রতিযোগিতা পেরোনোর বড় স্বীকৃতি হিসেবে ধরা হয়।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন প্রতিযোগিতা পেরোনোর বৃহৎ স্বীকৃতি হিসেবে ধরা হয়।,pro_public,SR
pro_public_aug_125,2448,পাবলিক বিশ্ববিদ্যালয়ের বহুমাত্রিক ক্যাম্পাসজীবন বাস্তব সমাজ সম্পর্কে গভীর ধারণা দেয়।,পাবলিক বিশ্ববিদ্যালয়ের বহুমাত্রিক শিক্ষাঙ্গনজীবন বাস্তব সমাজ সম্পর্কে গভীর ধারণা দেয়।,pro_public,SR
pro_public_aug_126,2466,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বহু পরিবারের কাছে বড় গর্বের বিষয়।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও বহু পরিবারের কাছে বড় অহংকারের বিষয়।,pro_public,SR
pro_public_aug_127,2519,পাবলিক বিশ্ববিদ্যালয়ের সুযোগ অনেক শিক্ষার্থীর জীবনে বড় পরিবর্তনের শুরু হতে পারে।,পাবলিক বিশ্ববিদ্যালয়ের সুযোগ অনেক শিক্ষার্থীর জীবনে বৃহৎ পরিবর্তনের শুরু হতে পারে।,pro_public,SR
pro_public_aug_128,2530,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন মেধা প্রতিযোগিতায় টিকে থাকার বড় স্বীকৃতি।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন যোগ্যতা প্রতিযোগিতায় টিকে থাকার বৃহৎ স্বীকৃতি।,pro_public,SR
pro_public_aug_129,2542,পাবলিক বিশ্ববিদ্যালয় বহু মেধাবী শিক্ষার্থীর জন্য কম খরচে শক্তিশালী একাডেমিক ভিত্তি দেয়।,পাবলিক বিশ্ববিদ্যালয় বহু যোগ্যতাবী শিক্ষার্থীর জন্য কম খরচে শক্তিশালী একাডেমিক ভিত্তি দেয়।,pro_public,SR
pro_public_aug_130,2580,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন মেধা প্রতিযোগিতা জয়ের বড় স্বীকৃতি হিসেবে দেখা হয়।,পাবলিক বিশ্ববিদ্যালয়ে ভর্তি হওয়া এখনও কঠিন যোগ্যতা প্রতিযোগিতা জয়ের বড় স্বীকৃতি হিসেবে দেখা হয়।,pro_public,SR
pro_public_aug_131,2625,পাবলিক বিশ্ববিদ্যালয়ের বড় পরিসর ভিন্ন পটভূমির শিক্ষার্থীদের একসাথে শেখার সুযোগ দেয়।,পাবলিক বিশ্ববিদ্যালয়ের বৃহৎ পরিসর ভিন্ন পটভূমির শিক্ষার্থীদের একসাথে শেখার সুযোগ দেয়।,pro_public,SR
pro_public_aug_132,2648,পাবলিক বিশ্ববিদ্যালয়ের বৈচিত্র্যময় ছাত্রসমাজ বাস্তব সমাজ বোঝার বড় সুযোগ তৈরি করে।,পাবলিক বিশ্ববিদ্যালয়ের বৈচিত্র্যময় ছাত্রসমাজ বাস্তব সমাজ বোঝার বৃহৎ সুযোগ তৈরি করে।,pro_public,SR
pro_public_aug_133,2,পাবলিক বিশ্ববিদ্যালয় শুধু মেধাবী শিক্ষার্থীদের জন্য,বিশ্ববিদ্যালয় পাবলিক শুধু মেধাবী শিক্ষার্থীদের জন্য,pro_public,RS
pro_public_aug_134,6,প্রাইভেটে তারাই পড়ে যারা অ্যাডমিশনে ব্যর্থ — এটাই সত্য।,তারাই প্রাইভেটে পড়ে যারা অ্যাডমিশনে ব্যর্থ — এটাই সত্য।,pro_public,RS
pro_public_aug_135,10,"ভাই প্রাইভেট বিশ্ববিদ্যালয়ে পড়ার টাকা নাই,,, আমাদের মতো গরিব মানুষদের জন্য,, পাবলিক বিশ্ববিদ্যালয়ই ঠিক আছে,,, 😢😢😢",", ভাই প্রাইভেট বিশ্ববিদ্যালয়ে পড়ার টাকা নাই,, আমাদের মতো গরিব মানুষদের জন্য,, পাবলিক বিশ্ববিদ্যালয়ই ঠিক আছে,,, 😢😢😢",pro_public,RS
pro_public_aug_136,19,"পাবলিক পাবলিক হয় যাদের মেধা আছে তারাই পাবলিকে পড়ে,, আর অনেক পুলাপান পাবলিকে চান্স না পেলে পরে যাদের টাকা আছে তারা প্রাইভেটে ভর্তি হয়,,, আমার দেখা অনেক খারাপ ছাত্র বাবার টাকা আছে তারা প্রাইভেটে ভর্তি হয়েছে",", পাবলিক পাবলিক হয় যাদের মেধা আছে তারাই পাবলিকে পড়ে, আর অনেক পুলাপান পাবলিকে চান্স না পেলে পরে যাদের টাকা আছে তারা প্রাইভেটে ভর্তি হয়,,, আমার দেখা অনেক খারাপ ছাত্র বাবার টাকা আছে তারা প্রাইভেটে ভর্তি হয়েছে",pro_public,RS
pro_public_aug_137,30,আমি গরিব 😭😭 প্লিজ আমাকে পাবলিক দেও 😭😭,আমি প্লিজ 😭😭 গরিব আমাকে পাবলিক দেও 😭😭,pro_public,RS
pro_public_aug_138,34,"নট রিয়েলি। শেষ পর্যন্ত, পাবলিকের স্টুডেন্টরাই প্রাইভেটের টিচার হয়। আর পাবলিকে পড়তে অ্যাডমিশন দেওয়া লাগে। যেটা প্রাইভেটে দেওয়া লাগে না। আর দিলেও পাবলিকের মতো এতো হার্ড না","শেষ পর্যন্ত, নট রিয়েলি। পাবলিকের স্টুডেন্টরাই প্রাইভেটের টিচার হয়। আর পাবলিকে পড়তে অ্যাডমিশন দেওয়া লাগে। যেটা প্রাইভেটে দেওয়া লাগে না। আর দিলেও পাবলিকের মতো এতো হার্ড না",pro_public,RS
pro_public_aug_139,37,পাবলিকে ট্রাই করে না টিকলে তবেই অনেকে বাধ্য হয়ে প্রাইভেটে যায়! আর এটাই বাস্তব!,আর এটাই বাস্তব! পাবলিকে ট্রাই করে না টিকলে তবেই অনেকে বাধ্য হয়ে প্রাইভেটে যায়!,pro_public,RS
pro_public_aug_140,38,খানকির পোলা তোরা স্পুন ফিড করিস প্রাইভেটে?,পোলা খানকির তোরা স্পুন ফিড করিস প্রাইভেটে?,pro_public,RS
pro_public_aug_141,39,পাবলিকের স্টুডেন্ট ওই স্টুডেন্ট আবার প্রাইভেটে টিচার হয়। তাহলে প্রাইভেটে লেভেল আসলেই বোঝা যায়,তাহলে প্রাইভেটে লেভেল আসলেই বোঝা যায় পাবলিকের স্টুডেন্ট ওই স্টুডেন্ট আবার প্রাইভেটে টিচার হয়।,pro_public,RS
pro_public_aug_142,40,ভাই আপনার সাথে একমত হতে পারলাম না। পাবলিকের পোলাপান গদ বাধা ওই টুকুর মধ্যেই ঘুরে না। প্রাইভেটের স্টুডেন্টরা তো ম্যাক্সিমাম বিদেশ চলে যায়। কিন্তু পাবলিকের পোলাপান এ রিস্ক নিতে পারে এবং নেয়। বাংলাদেশের সব বড় বড় জায়গা বলেন কিংবা ব্যবসা দেখবেন তারা এক সময় পাবলিকেই পড়ত। আরেকটা পয়েন্ট পাবলিকে পড়লে যে একটা নেটওয়ার্ক তৈরি হয় সেটা অন্য কোথাও সম্ভব না।,পাবলিকের পোলাপান গদ বাধা ওই টুকুর মধ্যেই ঘুরে না। ভাই আপনার সাথে একমত হতে পারলাম না। প্রাইভেটের স্টুডেন্টরা তো ম্যাক্সিমাম বিদেশ চলে যায়। কিন্তু পাবলিকের পোলাপান এ রিস্ক নিতে পারে এবং নেয়। বাংলাদেশের সব বড় বড় জায়গা বলেন কিংবা ব্যবসা দেখবেন তারা এক সময় পাবলিকেই পড়ত। আরেকটা পয়েন্ট পাবলিকে পড়লে যে একটা নেটওয়ার্ক তৈরি হয় সেটা অন্য কোথাও সম্ভব না।,pro_public,RS
pro_public_aug_143,41,প্রাইভেট থেকে পাবলিক বিশ্ববিদ্যালয় সেরা যেকোনো দিক থেকে ১০০%,পাবলিক থেকে প্রাইভেট বিশ্ববিদ্যালয় সেরা যেকোনো দিক থেকে ১০০%,pro_public,RS
pro_public_aug_144,48,পাবলিক ইজ পাবলিক,ইজ পাবলিক পাবলিক,pro_public,RS
pro_public_aug_145,51,পাবলিক বিশ্ববিদ্যালয় শিক্ষার্থীরা যে পরিমাণ কষ্ট এবং মেধার প্রতিযোগিতায় থাকে মনে হয় না প্রাইভেটে তার 5% সম্ভব। মেধার বিকাশ অথবা জ্ঞান প্রতিযোগিতায় প্রকাশ পায় এবং তা পরবর্তীতে ভবিষ্যতে দেখা যায় অবশ্যই সবাই স্মার্ট নয় সেটা পাবলিক হোক কিংবা প্রাইভেট।,মেধার বিকাশ অথবা জ্ঞান প্রতিযোগিতায় প্রকাশ পায় এবং তা পরবর্তীতে ভবিষ্যতে দেখা যায় অবশ্যই সবাই স্মার্ট নয় সেটা পাবলিক হোক কিংবা প্রাইভেট। পাবলিক বিশ্ববিদ্যালয় শিক্ষার্থীরা যে পরিমাণ কষ্ট এবং মেধার প্রতিযোগিতায় থাকে মনে হয় না প্রাইভেটে তার 5% সম্ভব।,pro_public,RS
pro_public_aug_146,52,পাবলিক বেস্ট,বেস্ট পাবলিক,pro_public,RS
pro_public_aug_147,54,"পাবলিক বিশ্ববিদ্যালয়ে যারা গ্রাজুয়েশন করে তারা সবাইই সেলফ স্টাডি করেই কিন্তু গ্রাজুয়েট হয়। এদিকে প্রাইভেটে সেই স্কুল, কলেজের মতো টিচারের গাইডলাইনেই তারা কিন্তু গ্রাজুয়েট হয়। এখানে আসলে ওদের এটাই বুঝার সুযোগই থাকে না। কিন্তু এটা আবার ঠিক ওরা তাড়াতাড়ি বের হতে পারে। যেটা পাবলিকে সম্ভব না।","এদিকে প্রাইভেটে সেই স্কুল, পাবলিক বিশ্ববিদ্যালয়ে যারা গ্রাজুয়েশন করে তারা সবাইই সেলফ স্টাডি করেই কিন্তু গ্রাজুয়েট হয়। কলেজের মতো টিচারের গাইডলাইনেই তারা কিন্তু গ্রাজুয়েট হয়। এখানে আসলে ওদের এটাই বুঝার সুযোগই থাকে না। কিন্তু এটা আবার ঠিক ওরা তাড়াতাড়ি বের হতে পারে। যেটা পাবলিকে সম্ভব না।",pro_public,RS
pro_public_aug_148,55,পাবলিক তো পাবলিকে যতই টক শো করেন। একটা কম্পিটিশন পার করে চান্স পাওয়ার মতো বিরাট ব্যাপার কখনোই পাবেন না।,একটা কম্পিটিশন পার করে চান্স পাওয়ার মতো বিরাট ব্যাপার কখনোই পাবেন না। পাবলিক তো পাবলিকে যতই টক শো করেন।,pro_public,RS
pro_public_aug_149,56,আগে চান্স পেয়ে দেখান,আগে পেয়ে চান্স দেখান,pro_public,RS
pro_public_aug_150,58,চান্স পাইবা না তাই,পাইবা চান্স না তাই,pro_public,RS
pro_public_aug_151,61,"বস! বাধ্য হয়ে সবাই জাতীয়তে যায়, প্রাইভেটে না 😆","বাধ্য হয়ে সবাই জাতীয়তে যায়, বস! প্রাইভেটে না 😆",pro_public,RS
pro_public_aug_152,84,@lightlife8030 হুম। সবাই তো এনএসইউ আর ব্র্যাকে পড়ে না। বেশিরভাগ প্রাইভেটের স্টুডেন্টরা এন্ট্রি লেভেলের গুলোতে পড়ে যেখানের টিচাররা হলো পাবলিকের লাস্টের দিকের ছেলেপেলে। কারণ ভালো গুলো তো বেশিরভাগ জব অ্যান্ড অ্যাব্রোড যায়।,সবাই তো এনএসইউ আর ব্র্যাকে পড়ে না। @lightlife8030 হুম। বেশিরভাগ প্রাইভেটের স্টুডেন্টরা এন্ট্রি লেভেলের গুলোতে পড়ে যেখানের টিচাররা হলো পাবলিকের লাস্টের দিকের ছেলেপেলে। কারণ ভালো গুলো তো বেশিরভাগ জব অ্যান্ড অ্যাব্রোড যায়।,pro_public,RS
pro_public_aug_153,85,পাবলিকের স্টুডেন্ট ওই স্টুডেন্ট আবার প্রাইভেটে টিচার হয়। তাহলে প্রাইভেটে লেভেল আসলেই বোঝা যায় 😂😂,তাহলে প্রাইভেটে লেভেল আসলেই বোঝা যায় 😂😂 পাবলিকের স্টুডেন্ট ওই স্টুডেন্ট আবার প্রাইভেটে টিচার হয়।,pro_public,RS
pro_public_aug_154,95,@ahosunhabibahosunhabib4162 বস্তির পোলাপান পাবলিকে পড়ে মানে??? বাপের টাকায় ফুটানি আমরা মাড়াইনা বুঝনাই,? @ahosunhabibahosunhabib4162 বস্তির পোলাপান পাবলিকে পড়ে মানে?? বাপের টাকায় ফুটানি আমরা মাড়াইনা বুঝনাই,pro_public,RS
pro_public_aug_155,100,@samitalhalut1521 হেল নো 👎🏻 পাবলিকে আনএমপ্লয়মেন্ট রেট কম আর যারা কারেন্টলি বেকার ওনারা টিউশনি করে ভালোই ইনকাম করে,হেল @samitalhalut1521 নো 👎🏻 পাবলিকে আনএমপ্লয়মেন্ট রেট কম আর যারা কারেন্টলি বেকার ওনারা টিউশনি করে ভালোই ইনকাম করে,pro_public,RS
pro_public_aug_156,108,আলসো পাবলিক ইজ অলমোস্ট ফ্রি,পাবলিক আলসো ইজ অলমোস্ট ফ্রি,pro_public,RS
pro_public_aug_157,112,"@Kausidragneel হা, দেশের সব সাকসেসফুল মানুষ বস্তি। তুমি ই কুল অ্যাফ 👌","দেশের সব সাকসেসফুল মানুষ বস্তি। @Kausidragneel হা, তুমি ই কুল অ্যাফ 👌",pro_public,RS
pro_public_aug_158,116,সেইম স্টুপিড লজিক 😂 তুমি চান্স পেয়ে কোন বালদা চিরসো? আনএমপ্লয়মেন্ট রেট দেখো ইউনিভার্সিটি স্ট্যাটিস্টিক্স এর,আনএমপ্লয়মেন্ট রেট দেখো ইউনিভার্সিটি স্ট্যাটিস্টিক্স এর সেইম স্টুপিড লজিক 😂 তুমি চান্স পেয়ে কোন বালদা চিরসো?,pro_public,RS
pro_public_aug_159,131,ড্রিম বুয়েট 😔,বুয়েট ড্রিম 😔,pro_public,RS
pro_public_aug_160,135,"@MG-pd4fo মিস্ট পাবলিক ভাই। মিস্ট, বিইউপির অধীনে একটা সরকারি প্রতিষ্ঠান। প্রতি বছর সরকার ৯৯ কোটি টাকা দেয়। এটা মিলিটারির অধীনে হলেও এটা সরকারি। সামনে এটা মাস্ট নামে পরিচিতি পাবে এবং বিইউপি থেকে বের হবে। আর বিইউপি বানানই হয়েছিল মিস্টের জন্য। কিন্তু এখানে ৩ থেকে ৩.৪৫ লক্ষ টাকা ৪ বছরে খরচ হয়। কারণ পরিষ্কার পরিছন্ন পরিবেশ, আর সাবজেক্টগুলো অনেক ভালো। আর মিস্টে এমন সাবজেক্ট আছে যেগুলো বুয়েটেও নাই এবং ডিউতেও নাই।","মিস্ট, @MG-pd4fo মিস্ট পাবলিক ভাই। বিইউপির অধীনে একটা সরকারি প্রতিষ্ঠান। প্রতি বছর সরকার ৯৯ কোটি টাকা দেয়। এটা মিলিটারির অধীনে হলেও এটা সরকারি। সামনে এটা মাস্ট নামে পরিচিতি পাবে এবং বিইউপি থেকে বের হবে। আর বিইউপি বানানই হয়েছিল মিস্টের জন্য। কিন্তু এখানে ৩ থেকে ৩.৪৫ লক্ষ টাকা ৪ বছরে খরচ হয়। কারণ পরিষ্কার পরিছন্ন পরিবেশ, আর সাবজেক্টগুলো অনেক ভালো। আর মিস্টে এমন সাবজেক্ট আছে যেগুলো বুয়েটেও নাই এবং ডিউতেও নাই।",pro_public,RS
pro_public_aug_161,145,পাবলিক > প্রাইভেট কজ প্রাইভেটে টাকাওয়ালা গাধা গরুরা পড়ে আর পাবলিকে আমার মতো মেধাবিরা পড়ে 😎,প্রাইভেট > পাবলিক কজ প্রাইভেটে টাকাওয়ালা গাধা গরুরা পড়ে আর পাবলিকে আমার মতো মেধাবিরা পড়ে 😎,pro_public,RS
pro_public_aug_162,170,"চান্স পাও আগে, তার পর প্রাইভেট প্রোমোট করো, পাবলিকে চান্স না পেয়ে পাবলিকের পেছনে লাগতে এসো না, কুক হয়ে যাবা","তার পর প্রাইভেট প্রোমোট করো, চান্স পাও আগে, পাবলিকে চান্স না পেয়ে পাবলিকের পেছনে লাগতে এসো না, কুক হয়ে যাবা",pro_public,RS
pro_public_aug_163,172,@luffybae একদম ঠিক।,একদম @luffybae ঠিক।,pro_public,RS
pro_public_aug_164,184,"প্রাইভেট বিশ্ববিদ্যালয় থেকে পাবলিক বিশ্ববিদ্যালয় সেরা ১০০% কারণ প্রতিযোগিতা দিয়ে আসতে হয় টাকা দিয়ে নয়,, যেকোনো দিক থেকে বিবেচনা করলে সেরা পাবলিক বিশ্ববিদ্যালয় সেরা",", প্রাইভেট বিশ্ববিদ্যালয় থেকে পাবলিক বিশ্ববিদ্যালয় সেরা ১০০% কারণ প্রতিযোগিতা দিয়ে আসতে হয় টাকা দিয়ে নয়, যেকোনো দিক থেকে বিবেচনা করলে সেরা পাবলিক বিশ্ববিদ্যালয় সেরা",pro_public,RS
pro_public_aug_165,185,নো ডাউট পাবলিক ইজ গ্রেটার দ্যান প্রাইভেট 😂😂,ডাউট নো পাবলিক ইজ গ্রেটার দ্যান প্রাইভেট 😂😂,pro_public,RS
pro_public_aug_166,188,প্রাইভেট মার্কেটিং 😂😂,মার্কেটিং প্রাইভেট 😂😂,pro_public,RS
pro_public_aug_167,194,কাগজ বিক্রি প্রাইভেটের কাজ।,বিক্রি কাগজ প্রাইভেটের কাজ।,pro_public,RS
pro_public_aug_168,202,"@JohnJMarino পাবলিকে পরিশ্রম করে চান্স পায়,, আর প্রাইভেট? 😂😂, টাকা দেয়, ভর্তি হয়, 😂😂, প্রাইভেটের মেয়েগুলাও.......... আস্তাগফিরুল্লাহ, 😅😊",", @JohnJMarino পাবলিকে পরিশ্রম করে চান্স পায়, আর প্রাইভেট? 😂😂, টাকা দেয়, ভর্তি হয়, 😂😂, প্রাইভেটের মেয়েগুলাও.......... আস্তাগফিরুল্লাহ, 😅😊",pro_public,RS
pro_public_aug_169,208,ব্রো তুমি বাংলাদেশে থাকো এইদিকে জবেও ডিসক্রিমিনেশন আছে পাবলিক প্রাইভেট নিয়ে। আমি এমন এক জবে গেছি ক্লিয়ার রিকোয়ার্ড আছে পাবলিক ইউনিভার্সিটি হইলে সিজিপিএ 3 এ অ্যাপ্লাই করতে পারবো আর প্রাইভেট ইউনিভার্সিটি হইলে সিজিপিএ 3.50 লাগবো। একজন চু' থেকে পড়া আমার ইন্টারভিউ বোর্ডে আই সিজিপিএ 2.8 ছিল জব হয়েছে আরেকজন উলাব থেকে 3.8 ও জবটা পায় নাই 😅😅 তারপরও বলবা স্কিল সব ইউনিভার্সিটি ম্যাটার করে না,আমি এমন এক জবে গেছি ক্লিয়ার রিকোয়ার্ড আছে পাবলিক ইউনিভার্সিটি হইলে সিজিপিএ 3 এ অ্যাপ্লাই করতে পারবো আর প্রাইভেট ইউনিভার্সিটি হইলে সিজিপিএ 3.50 লাগবো। ব্রো তুমি বাংলাদেশে থাকো এইদিকে জবেও ডিসক্রিমিনেশন আছে পাবলিক প্রাইভেট নিয়ে। একজন চু' থেকে পড়া আমার ইন্টারভিউ বোর্ডে আই সিজিপিএ 2.8 ছিল জব হয়েছে আরেকজন উলাব থেকে 3.8 ও জবটা পায় নাই 😅😅 তারপরও বলবা স্কিল সব ইউনিভার্সিটি ম্যাটার করে না,pro_public,RS
pro_public_aug_170,224,"হার্ভার্ড ইউনিভার্সিটি, অক্সফোর্ড ইউনিভার্সিটিতে চান্স পেয়েও বাংলাদেশের প্রাইভেট ইউনিভার্সিটিতে যাচ্ছি শুধু বাপের টাকা উড়ানোর আশায়.... #অপ লেভেল ফাপরবাজি 😂😂😂😂","অক্সফোর্ড ইউনিভার্সিটিতে চান্স পেয়েও বাংলাদেশের প্রাইভেট ইউনিভার্সিটিতে যাচ্ছি শুধু বাপের টাকা উড়ানোর আশায়.... #অপ লেভেল ফাপরবাজি 😂😂😂😂 হার্ভার্ড ইউনিভার্সিটি,",pro_public,RS
pro_public_aug_171,225,@FAHAD-es3pe ওয়েল অ্যানসার্ড 😂,ওয়েল @FAHAD-es3pe অ্যানসার্ড 😂,pro_public,RS
pro_public_aug_172,240,"বিটিডব্লিউ ভার্সিটি ইজ অ্যা স্ক্যাম! মোস্টলি সি ক্যাটাগরি প্রাইভেট ইউনিভার্সিটি। এটা নিয়ে একটা ভিডিও বানান, এটা জাস্ট একটা স্ক্যাম","মোস্টলি সি ক্যাটাগরি প্রাইভেট ইউনিভার্সিটি। বিটিডব্লিউ ভার্সিটি ইজ অ্যা স্ক্যাম! এটা নিয়ে একটা ভিডিও বানান, এটা জাস্ট একটা স্ক্যাম",pro_public,RS
pro_public_aug_173,282,"আটারলি বোগাস! অ্যাডমিশন টেস্ট কোশ্চেনস আর বিলো দ্যা মিনিমাম স্ট্যান্ডার্ড লেভেল! আর আপনি বলছেন এটা দ্যা মোস্ট এলিট ইউনিভার্সিটি ইন বাংলাদেশ? 🤣 ওহ মাই মাই, দেন হোয়াট ইজ বুয়েট ডুয়িং? মোয়িং দ্যা গ্রাস? গুড লর্ড! হাউ ডিড আই মিস দিস কমেডি! 🤮 আর আপনি বলছেন দ্যা লেকচার ম্যাটেরিয়ালস আর ডেলিভার্ড, ওয়ার্ল্ডওয়াইড? সিরিয়াসলি! মেট, আই স দ্যা ইইই কোশ্চেনস অফ দিস শিট ভার্সিটি, অ্যান্ড আই ওয়াজ লিটারেলি ডাইং আউট অফ লাফটার হাউ ক্যান দ্যা টিচার্স অ্যাভেইল দেম উইথ এইচএসসি লেভেল কোশ্চেনস 🤣🤣, অ্যান্ড অ্যাজ এক্সপেক্টেড, দেই কুডন্ট ম্যানেজ টু অ্যানসার দ্যাট এদার! দিস ইওর ওয়ার্ল্ড ওয়াইড ইউনিভার্সিটি? 🤣🤣 বেসিক্যালি ইউ গাইজ হায়ার দ্যা টিচার্স ফ্রম আওয়ার ইউনিভার্সিটি, অ্যাকচুয়ালি, এভরি প্রাইভেট ইউনিভার্সিটি হায়ার্স টিচার্স ফ্রম বুয়েট ইন টেকনিক্যাল সাবজেক্টস এক্সডি। অ্যান্ড ফর ইওর সিএসই কনসেনসাস, হোয়াট ওয়াজ দ্যা রেজাল্ট অফ আইসিপিসি অ্যাগেইন? :3 বুয়েট জাস্ট নেইল্ড ফ্রম দ্যা র‍্যাংকিং অফ 1st টু 40th! ডিউ অলসো ওয়াজ দেয়ার। বাট হোয়ার ইজ ইওর এনএসইউ অ্যান্ড আদার বুলশিটস। স্টপ ডিসিভিং দ্যা ইয়াংগার্স অ্যাসহোল।","অ্যাডমিশন টেস্ট কোশ্চেনস আর বিলো দ্যা মিনিমাম স্ট্যান্ডার্ড লেভেল! আটারলি বোগাস! আর আপনি বলছেন এটা দ্যা মোস্ট এলিট ইউনিভার্সিটি ইন বাংলাদেশ? 🤣 ওহ মাই মাই, দেন হোয়াট ইজ বুয়েট ডুয়িং? মোয়িং দ্যা গ্রাস? গুড লর্ড! হাউ ডিড আই মিস দিস কমেডি! 🤮 আর আপনি বলছেন দ্যা লেকচার ম্যাটেরিয়ালস আর ডেলিভার্ড, ওয়ার্ল্ডওয়াইড? সিরিয়াসলি! মেট, আই স দ্যা ইইই কোশ্চেনস অফ দিস শিট ভার্সিটি, অ্যান্ড আই ওয়াজ লিটারেলি ডাইং আউট অফ লাফটার হাউ ক্যান দ্যা টিচার্স অ্যাভেইল দেম উইথ এইচএসসি লেভেল কোশ্চেনস 🤣🤣, অ্যান্ড অ্যাজ এক্সপেক্টেড, দেই কুডন্ট ম্যানেজ টু অ্যানসার দ্যাট এদার! দিস ইওর ওয়ার্ল্ড ওয়াইড ইউনিভার্সিটি? 🤣🤣 বেসিক্যালি ইউ গাইজ হায়ার দ্যা টিচার্স ফ্রম আওয়ার ইউনিভার্সিটি, অ্যাকচুয়ালি, এভরি প্রাইভেট ইউনিভার্সিটি হায়ার্স টিচার্স ফ্রম বুয়েট ইন টেকনিক্যাল সাবজেক্টস এক্সডি। অ্যান্ড ফর ইওর সিএসই কনসেনসাস, হোয়াট ওয়াজ দ্যা রেজাল্ট অফ আইসিপিসি অ্যাগেইন? :3 বুয়েট জাস্ট নেইল্ড ফ্রম দ্যা র‍্যাংকিং অফ 1st টু 40th! ডিউ অলসো ওয়াজ দেয়ার। বাট হোয়ার ইজ ইওর এনএসইউ অ্যান্ড আদার বুলশিটস। স্টপ ডিসিভিং দ্যা ইয়াংগার্স অ্যাসহোল।",pro_public,RS
