Bangla_Translation,Label
ঠিক কিন্তু আমি পাবলিক অপছন্দ করি। পাবলিকে সবাই গরিব ছাত্রছাত্রী পড়ে।,pro_private
??!,neutral
প্রাইভেট ইউনিভার্সিটিতে। আস্টে,neutral
প্যাশন যেদিকে আসে... একটা ইঞ্জিনিয়ার আরেকটা ডাক্তার... 2টা সেইম কেমনে করেন? প্যাশন যেটা সেটাই আগান,neutral
ব্রো তুমি বাংলাদেশে থাকো এইদিকে জবেও ডিসক্রিমিনেশন আছে পাবলিক প্রাইভেট নিয়ে। আমি এমন এক জবে গেছি ক্লিয়ার রিকোয়ার্ড আছে পাবলিক ইউনিভার্সিটি হইলে সিজিপিএ 3 এ অ্যাপ্লাই করতে পারবো আর প্রাইভেট ইউনিভার্সিটি হইলে সিজিপিএ 3.50 লাগবো। একজন চু' থেকে পড়া আমার ইন্টারভিউ বোর্ডে আই সিজিপিএ 2.8 ছিল জব হয়েছে আরেকজন উলাব থেকে 3.8 ও জবটা পায় নাই 😅😅 তারপরও বলবা স্কিল সব ইউনিভার্সিটি ম্যাটার করে না,pro_public
টেক্সটাইল আসবে।,neutral
827 মেরিট মাইগ্রেশনে কোন সাবজেক্ট দিবে?,neutral
টেক্সটাইল থেকে মাইগ্রেশন করে কি সিভিল আসতে পারে,neutral
@nomanahamed2542 নাহ ভাইয়া পসিবিলিটি নাই বললেই চলে,neutral
আগে বিবিএ'র জন্য এক্সামে দেওয়া লাগতো না। এখন লাগে মেবি। তুমি এক কাজ করো আস্টের ওয়েবসাইটের নিচে কিছু নাম্বার আছে ওইখানে ফোন করো। ওদের কাছ থেকে রাইট ইনফরমেশন পাবা।,neutral
কনটেক বলতে তো মাথায় কিছু নেই মাথায় তো শুধু পায়খানা। খালিদ ফারহানের ২০২০ সালের ভিডিও নকল করতে খুব ভালই লাগে 🍼🍼🤣🤣🤣,neutral
তোর ভিডিওর সাউন্ড কোয়ালিটি দেখে মনে হচ্ছে তুই কতটা অদ্ভুত। মনে হচ্ছে কোহি মিল গেয়া সিনেমার জাদু বাংলাদেশে ল্যান্ড করেছে করেছে। 🪣🪣🤣🤣🤣,neutral
"ডিউ, আইইউটি, বুয়েট প্রিলিতে চান্স পেয়েও প্রাইভেটে যাচ্ছি 🐸 শুধু ভালো সাবজেক্টের আশায়... তো কি বলবেন?",pro_private
💝💝💝,neutral
ভায়োলেন্স সাউন্ড। রিমুভ এক্সট্রা সাউন্ড প্লিজ।,neutral
❤❤❤,neutral
রাইট,neutral
ট্রু ❤❤,neutral
❤❤❤,neutral
নিউকামার জাস্ট ট্রাইং হার্ড টু মেক সামথিং নিউ। লেটস গিভ হিম ফিডব্যাক রাদার দ্যান মেকিং ইট ফান!,neutral
"হার্ভার্ড ইউনিভার্সিটি, অক্সফোর্ড ইউনিভার্সিটিতে চান্স পেয়েও বাংলাদেশের প্রাইভেট ইউনিভার্সিটিতে যাচ্ছি শুধু বাপের টাকা উড়ানোর আশায়.... #অপ লেভেল ফাপরবাজি 😂😂😂😂",pro_public
@FAHAD-es3pe ওয়েল অ্যানসার্ড 😂,pro_public
@FAHAD-es3pe হার্ভার্ড ইউনিভার্সিটি যে একটা প্রাইভেট ইউনিভার্সিটি সেটা জানেন?,neutral
@FAHAD-es3pe 😂 এতো ব্রিলিয়ান্ট নাই বাংলাদেশে,neutral
রাইট ডিসিশন ব্রো....,neutral
বুয়েটে রিটেন দিছিলেন ভাই?,neutral
হোয়াট অ্যা লেইম জোক 😂😂,neutral
@rafiuljxr.3832 হোয়াট অ্যা লেইম কমেন্টস 😂,neutral
তো বলবো.. তুমি বোকাচোদা ফাপরবাজ,neutral
ওহ ফাক তাই নাকি 🫡🫡🫡,neutral
আমারও সেইম কোশ্চন।,neutral
সালা বাইনসোদা.. মোদি জি এমনি এমনি তোমাকে সুদেনি সালা,neutral
ফাকাফাকি কম করান 😂😂😂,neutral
থ্যাংকস বড়ভাই ❤️❤️,neutral
থ্যাংকস ফর ইওর অপিনিয়ন ❤️❤️। আই উইল ট্রাই টু ইমপ্রুভ মাই সাউন্ড কোয়ালিটি।,neutral
"এনএসইউ, ব্র্যাকইউ, আইইউবি, ইডব্লিউউ - অ্যাডমিশন প্রিপারেশনের ফ্রি মডেল টেস্ট, ফ্রি গাইডলাইন এবং আমাদের পেইড কোর্স সম্পর্কে বিস্তারিত জানতে এই ফর্মটি ফিলাপ করে ফেলুন",neutral
"বিটিডব্লিউ ভার্সিটি ইজ অ্যা স্ক্যাম! মোস্টলি সি ক্যাটাগরি প্রাইভেট ইউনিভার্সিটি। এটা নিয়ে একটা ভিডিও বানান, এটা জাস্ট একটা স্ক্যাম",pro_public
150 কোর্স না ভাই? 120-150 ক্রেডিট,neutral
পুরনো বই পড়া যায়?,neutral
প্রতি সেমিস্টারে কত টাকা লাগে,neutral
আমার গ্রাজুয়েশন শেষ করার পর এটা দেখছি 😂,neutral
প্রতি কোর্সের বইগুলো কি কিনতে হয় 😢,neutral
ইংলিশ কার্যক্রম টাকে নি?,neutral
তোর মতো সস্তা ইউটিউবারের ভাত নাই 😏,neutral
"বিবিএ ও প্রফেশনাল বিবিএ এর মধ্যে পার্থক্য কি? পাবলিক বিশ্ববিদ্যালয় যেমন ডিউ, সিউ, রু'তে ম্যানেজমেন্ট, একাউন্টিং, ফাইন্যান্স এসব বিষয় নিয়ে পড়া যায় কিন্তু প্রাইভেট বিশ্ববিদ্যালয়ে এমন নেই কেন? শুধু বিবিএ আছে এমন কেন? আবার পাবলিক বিশ্ববিদ্যালয় যেমন সাস্ট, এনএসটিউ, এমবিএসটিউ এসবেও শুধু বিবিএ আছে। অতএব, ডিউ বিবিএ (একাউন্টিং, ফাইন্যান্স, ম্যানেজমেন্ট), এর সাথে সাস্ট বিবিএ, এর সাথে প্রাইভেট বিশ্ববিদ্যালয় বিবিএ, এর পার্থক্য কি??? আর প্রফেশনাল বিবিএ এটি কি? এটি কোথায় করা যায়?",neutral
পাবলিক ইউনিভার্সিটিতে কি প্রতিদিন অ্যাটেন্ড থাকতে হয়,neutral
সাউথইস্টের টেক্সটাইল ইঞ্জিনিয়ারিং কেমন হবে?,neutral
কম টাকায় এলএলবি করা যায় কিছু ইউনিভার্সিটির নাম বলুন মোটামুটি ভালো মানের,neutral
ভাইয়া আপনি এতো সব ভিডিওতে সিরিয়াস মুডে কথা বলেন কেন?? হেসে তো কথা বলতে পারেন 😶,neutral
"আসসালামু আলাইকুম... বিশ্ববিদ্যালয়গুলোকে কিসের ভিত্তিতে বিভিন্ন গ্রেডে বা লেভেলে (এ, বি, সি, ডি) ভাগ করা হয়? এ, বি, সি, ডি গ্রেডের বিশ্ববিদ্যালয়গুলোর মধ্যে পার্থক্য কি... আর কিভাবে এই বিশ্ববিদ্যালয়গুলো আলাদা করা উচিত আর কিভাবে পছন্দক্রম সাজানো ভালো হবে?",neutral
ভাইয়া ইউনিভার্সিটির প্রফেসর হওয়ার রুলস নিয়ে একটা ভিডিও দেন। প্লিজ।,neutral
ভাইয়া ফার্মেসির জন্য কোন প্রাইভেট ইউনিভার্সিটি বেস্ট হবে?,neutral
ভিডিওটা অনেক দরকার ছিল। কারণ ইউনিভার্সিটি নিয়ে আমার কোনো আইডিয়াই ছিল না। থ্যাংকস অ্যা লট ভাই ❤,neutral
আচ্ছা ভাইয়া পাবলিক ভার্সিটিতে কি সব সাবজেক্ট ইংলিশে পড়তে হয়??,neutral
"ভাই, ট্যুরিজম অ্যান্ড হসপিটালিটি ম্যানেজমেন্ট এর জন্য কোন প্রাইভেট ইউনিভার্সিটি ভালো হবে?",neutral
",ll",neutral
🤣🤣🤣,neutral
সেইম টু মি,neutral
ইয়েস,neutral
জি ভাই,neutral
বাংলা বাদে সব সাবজেক্ট ইংলিশে।,neutral
ডিআইউ,neutral
ভাইয়া ড্যাফোডিল ইউনিভার্সিটি - সিএসই থেকে কি ইস্ট ওয়েস্ট ইউনিভার্সিটি সিএসই ভালো হবে?,neutral
"অসংখ্য ধন্যবাদ, ভাই। ভার্সিটি সম্পর্কিত বেশিরভাগ দিকনির্দেশনা এক ভিডিওতেই পেয়ে গেলাম।",neutral
ভাই প্রাইভেট ইউনিভার্সিটিতে কি অ্যাটেন্ডেন্সেস কি রকম পড়াশোনার পাশাপাশি কি জব বা বিজনেস করা যাবে কি,neutral
থ্যাংকস,neutral
একটা জিনিষ ক্লিয়ার হতে চাচ্ছি... আমি একটা প্রাইভেট ইউনিভার্সিটিতে যদি 1-2 ইয়ার পড়ার পরে অন্য একটা প্রাইভেট ইউনিভার্সিটিতে যেতে চাই... তো আমি যতটুকু শেষ করেছি এখন অন্য ইউনিভার্সিটি গিয়ে কি বাকি ইয়ার শেষ করতে পারবো নাকি আবার শুরু থেকে পড়তে হবে?,neutral
আশা করি এভাবে কোয়ালিটিফুল ভিডিও বানিয়ে আমাদের সহায়তা করবেন। ধন্যবাদ।,neutral
"আপনারা যারা স্প্রিং 2023 সেশনে নর্থ সাউথ বিশ্ববিদ্যালয়ে এডমিশন এক্সামের কথা ভাবছেন, তাদের জন্য এনএসইউ স্টুডেন্টদের একটি টীম - এনএসইউ ইনসাইডার্স কাজ করছে।",neutral
ভাইয়া আমি ডিপ্লোমা হোল্ডার সিভিলে বিএসসি করতে চাই ইভিনিং শিফট কোন ইউনিভার্সিটি ভালো হবে। যদি সরকারি চাকুরীজীবি হয়,neutral
ভাই প্রাইভেট ইউনিভার্সিটিতে এক্সাম কি ভাবে নেয় এবং এটার খাতা কিভাবে দেখে বললে একটু নিশ্চিত হতাম।,neutral
হ্যালো ভাইয়া... ঢাকায় কোন কোন প্রাইভেট ইউনিভার্সিটিতে গার্লসদের জন্য হোস্টেল আছে??? হিউম্যানিটিজ ব্যাকগ্রাউন্ডের কোন সাবজেক্টগুলো বেস্ট??,neutral
ভাইয়া আমি এসএইচআইএস সাবজেক্টটা নিয়ে পড়তে চাই। এখন প্রাইভেট ইউনিভার্সিটিতে নাকি সব ইংলিশ ভার্সনে পড়ানো হয় এক্সামও দিতে হয় নাকি ইংলিশে। এখন আমার কতটা ইংলিশ জানতে হবে ওই ভার্সিটিতে পড়ার জন্য,neutral
বালের ভিডিও,neutral
ডিউ রিলেটেড ইঞ্জিনিয়ারিং কলেজ পড়া ভালো না প্রাইভেট ইউনিভার্সিটি ভালো হবে,neutral
ল্যাব/সেশনাল সাবজেক্টে ফেল করলে প্রাইভেট ইউনিভার্সিটি তা কি ইয়ার ড্রপ হয়,neutral
4 মান্থ ইজ কল্ড ট্রাইমিস্টার নট সেমিস্টার,neutral
ভাইয়া ডিউ অ্যাফিলিয়েটেড 7 কলেজে কেমন কোর্স হয়ে থাকে। ইউনিভার্সিটির সাথে পার্থক্য কি?,neutral
"আটারলি বোগাস! অ্যাডমিশন টেস্ট কোশ্চেনস আর বিলো দ্যা মিনিমাম স্ট্যান্ডার্ড লেভেল! আর আপনি বলছেন এটা দ্যা মোস্ট এলিট ইউনিভার্সিটি ইন বাংলাদেশ? 🤣 ওহ মাই মাই, দেন হোয়াট ইজ বুয়েট ডুয়িং? মোয়িং দ্যা গ্রাস? গুড লর্ড! হাউ ডিড আই মিস দিস কমেডি! 🤮 আর আপনি বলছেন দ্যা লেকচার ম্যাটেরিয়ালস আর ডেলিভার্ড, ওয়ার্ল্ডওয়াইড? সিরিয়াসলি! মেট, আই স দ্যা ইইই কোশ্চেনস অফ দিস শিট ভার্সিটি, অ্যান্ড আই ওয়াজ লিটারেলি ডাইং আউট অফ লাফটার হাউ ক্যান দ্যা টিচার্স অ্যাভেইল দেম উইথ এইচএসসি লেভেল কোশ্চেনস 🤣🤣, অ্যান্ড অ্যাজ এক্সপেক্টেড, দেই কুডন্ট ম্যানেজ টু অ্যানসার দ্যাট এদার! দিস ইওর ওয়ার্ল্ড ওয়াইড ইউনিভার্সিটি? 🤣🤣 বেসিক্যালি ইউ গাইজ হায়ার দ্যা টিচার্স ফ্রম আওয়ার ইউনিভার্সিটি, অ্যাকচুয়ালি, এভরি প্রাইভেট ইউনিভার্সিটি হায়ার্স টিচার্স ফ্রম বুয়েট ইন টেকনিক্যাল সাবজেক্টস এক্সডি। অ্যান্ড ফর ইওর সিএসই কনসেনসাস, হোয়াট ওয়াজ দ্যা রেজাল্ট অফ আইসিপিসি অ্যাগেইন? :3 বুয়েট জাস্ট নেইল্ড ফ্রম দ্যা র‍্যাংকিং অফ 1st টু 40th! ডিউ অলসো ওয়াজ দেয়ার। বাট হোয়ার ইজ ইওর এনএসইউ অ্যান্ড আদার বুলশিটস। স্টপ ডিসিভিং দ্যা ইয়াংগার্স অ্যাসহোল।",pro_public
ভাইয়া প্রাইভেট ইউনিভার্সিটিতে ভালো রেজাল্ট করতে হলে কেমন স্টাডি করতে হবে???,neutral
হাই ভাইয়া। ভাইয়া একটা কোশ্চন। মিস্টে পিকনিকের দিকে সাবজেক্ট যেমন পিএমই'তে পড়া ভালো হবে নাকি এনএসইউতে??,neutral
আমার নামও উৎসো,neutral
ইডব্লিউউতে সিএসই বেটার ড্যাফো'র চেয়ে।,neutral
♥️♥️♥️,neutral
আপনার কোশ্চন বুঝি নাই,neutral
বানান ঠিক করলে অবশ্যই বিজনেস করা যাবে,neutral
"হ্যাঁ, পারবেন। শুরু থেকে পড়তে হয় না।",neutral
আবাল,neutral
@thisistheendingof ক*** পোলা তোর মা রে c****,neutral
কি ভাই পাসা চুলকায় তোমার? ইউনি ইনফরমেশন রিলেটেড ভিডিও বানাইসে কোথাও এসেই তো বলেন নাই প্রাইভেট ভালো পাবলিক খারাপ... নিজের পাবলিক ইউনিভার্সিটির প্রতিফলন তো নিজেই দিতেছো এতো বড় রচনা তা লিখে লল,neutral
ফর ইন্ডিয়ান এডুকেশন সিস্টেম অ্যান্ড ইন্ডিয়ান কলেজেস ইউ ক্যান গো থ্রু দ্যা ওয়েবসাইট https://apnacollege.net,neutral
হাই মেট!,neutral
@iamutsho হেল্লো,neutral
ফর ইন্ডিয়ান এডুকেশন সিস্টেম অ্যান্ড ইন্ডিয়ান কলেজেস ইউ ক্যান গো থ্রু দ্যা ওয়েবসাইট https://apnacollege.net,neutral
ভাইয়া এনএসইউতে কি অ্যাডমিশন ছাড়া অ্যাডমিট হওয়া যাবে ল'তে?,neutral
ভাইয়া ল' এর জন্য ড্যাফোডিল কেমন,neutral
"গুড কনটেন্ট, মাশাআল্লাহ 👍",neutral
ভাইয়া.... সিটি ইউনিভার্সিটি........ সিএসই এর জন্য কতোটুকু ভালো হবে.... কম বাজেটের মধ্যে.. একটু বলে দিলে ভাইয়া আমার জন্য ভালো হতো,neutral
অসাধারণ ❤️,neutral
কম খরচে এলএলবি করা যায় এমন একটি বিশ্ববিদ্যালয়ের নাম বলুন কে,neutral
এনএসইউ অ্যান্ড ব্র্যাক ইত্যাদি ইউনিভার্সিটির সিএসই এর অ্যাডমিশন এক্সাম নিয়ে একটা ভিডিও দেন ভাই,neutral
ভাইয়া হেল্প প্লিজ!! আমার বাজেট কম। আমি টেক্সটাইল নিয়ে পড়ার ইচ্ছা। টেক্সটাইল এর জন্য গ্রিন ইউনিভার্সিটি কেমন হবে?? গ্রিন ইউনিভার্সিটি থেকে টেক্সটাইল নিয়ে পড়ে গ্রাজুয়েট হওয়ার পর জব মার্কেটে এর কদর কেমন?,neutral
এখন নাকি সব ভার্সিটিতে ৬ মাসে ১ সেমিস্টার হবে?,neutral
আমি ২০১৬ এইচএসসি পাস করেছি প্রাইভেট বিশ্ববিদ্যালয়ে ভর্তি হতে পারবো,neutral
ভাইয়া এনএসইউতে সিভিল কেমন হবে? ভালো সিজিপিএ মেইনটেইন করা পসিবল?,neutral
বিবিএ করার জন্য প্রাইভেট ইউনিভার্সিটি কোনটা ভালো হবে ??,neutral
ভাইয়া বিসিএস এর জন্য বিবিএ ওর ইংলিশ ওর ইকোনমিক এর মধ্যে কোনটা ভালো হবে????,neutral
ভাইয়া মেকানিক্যাল এর জন্য কোন ইউনিভার্সিটি ভালো হবে ?,neutral
ভিয়া নরমাল প্রাইভেট ইউনিভার্সিটিতে সিএসইতে পড়ে কিভাবে ভালো করা যায় প্লিজ এটা নিয়ে একটা ভিডিও বানাবেন 🖤❤️,neutral
ধন্যবাদ,neutral
রিটেক নিলে কি ওই ক্রেডিট এর জন্য আবার ক্রেডিট ফি দিতে হয়???,neutral
ভাইয়া নর্থ সাউথ এর অ্যাডমিশন শুরু হবে কবে.. 🙄,neutral
থ্যাংক ইউ,neutral
ভাই অনার্স লেভেলের ইংলিশ রাইটিং কীভাবে ইমপ্রুভ করবো তার উপর একটা ভিডিও তৈরি করেন। এছাড়াও নর্থসাউথ ও ব্র্যাক বিশ্ববিদ্যালয়ের স্টুডেন্টদের মতো কীভাবে ইংরেজি স্পিকিং এ ভালো হতে পারি এর উপর ভিডিও তৈরি করেন 🙏😭,neutral
নোপ!,neutral
@iamutsho ভাইয়া ল' এর জন্য এনএসইউ অ্যান্ড আইইউবি অ্যাডমিশন এক্সামে কি কি সাবজেক্ট আসবে?,neutral
জাযাকাল্লাহু খাইরান! ♥️ প্লিজ কিপ মি ইন ইওর প্রেয়ার্স! ♥️✨,neutral
থ্যাংকস অ্যা লট! ❤️ হ্যাপি রমজান মুবারক! ✨,neutral
ফর ইন্ডিয়ান এডুকেশন সিস্টেম অ্যান্ড ইন্ডিয়ান কলেজেস ইউ ক্যান গো থ্রু দ্যা ওয়েবসাইট https://apnacollege.net,neutral
লেটস সি কি হয়... আমার ইউনিভার্সিটি এখনো কোনো অফিসিয়াল নোটিস দেয় নি.....,neutral
না,neutral
ফর ইন্ডিয়ান এডুকেশন সিস্টেম অ্যান্ড ইন্ডিয়ান কলেজেস ইউ ক্যান গো থ্রু দ্যা ওয়েবসাইট https://apnacollege.net,neutral
আস্ট,neutral
@iamutsho থ্যাংকস ভাইয়া,neutral
বুয়েট,neutral
"ইন শা আল্লাহ, এই টপিকে ভিডিও আসবে সুন!",neutral
@iamutsho থ্যাংকস ভিয়া ❤️🖤😊,neutral
✨❤️,neutral
হ্যা 🤐,neutral
নেক্সট অ্যাডমিশন রমজানের পরে মেবি,neutral
ইটস অ্যা প্লেজার! ✨✨,neutral
আইইএলটিএস এর জন্য প্রিপারেশন নিলে এবং ভালো স্কোর করার ট্রাই করলে ইংলিশ কমিউনিকেশনের ওভারঅল সব গুলো সেগমেন্টই কাজে আসবে বলে আমার মনে হয়!,neutral
টেক লাভ উৎসো ❤️,neutral
আপনি সব কিছু ভালোভাবে ক্লিয়ার করেন ❤️❤️,neutral
ভাইয়া অনেক হেল্পফুল ভিডিও 🥰🥰,neutral
ইউএপি'র বি.ফার্ম'র অ্যাডমিশন কেমন?,neutral
ভাইয়া ইইই এর জন্য কোন প্রাইভেট ভার্সিটি ভালো হবে??,neutral
ভাই এনএসইউতে ভর্তি পরীক্ষা সম্পর্কে বলেন,neutral
ভাইয়া এনএসইউতে অ্যাডমিশন নিতে চাই কিন্তু এনএসইউতে ভাইয়া যে ভাইভা এক্সাম নেই ওটা কিভাবে নেই। আমি ইংলিশে একটু উইক। আপনি ভাইয়া এনএসইউ রিটেন আর ভাইভা এক্সাম নিয়ে একটা ভিডিও করেন,neutral
"ভাইয়া এনএসইউ, ব্র্যাক ইত্যাদিতে অ্যাডমিশন প্রসেস নিয়ে কাইন্ডলি তাড়াতাড়ি একটা ভিডিও দিলে খুশি হবো।",neutral
"এই ভিডিওতে অনিচ্ছাকৃতভাবে একটি খুবই ভুল তথ্য দেওয়া হয়েছে। এটা স্লিপ অফ টাং ছিলো! আমি অত্যন্ত দুঃখিত। আমি এর সংশোধনী এখানে দিয়ে দিচ্ছি! ভিডিওতে বলা হয়েছে, আপনাকে ব্যাচেলরের চার বছরে '120-150 টি কোর্স' করতে হতে পারে। এটা আসলে '120-150 ক্রেডিট' হবে। 'ক্রেডিট' এর পরিবর্তে 'কোর্স' বলাটা একটা স্লিপ অফ টাং ছিলো। ব্যাচেলরের চার বছরে আপনাকে রাফলি ৩৫ থেকে ৫০ টি কোর্স করতে হতে পারে। এবং এর জন্য ৩৫-৫০ টি আলাদা আলাদা বই পড়তে হতে পারে।",neutral
ভাইয়া এনএসইউতে অ্যাডমিশন নেওয়ার প্রসেস নিয়ে ভিডিও মেক করেন,neutral
ভিয়া গ্রেড পয়েন্ট 8 কম হলে কি এনএসইউ অ্যাডমিশনের জন্য অ্যাপ্লাই করা যাবে...! আমি এবার এইচএসসি এক্সাম দিয়াছি.. এখনো রেজাল্ট আসে নাই বিটিডব্লিউ জাস্ট ইনফরমেশন নেওয়ার জন্য বলছি আর বিবিএ এর জন্য এনএসইউ'র পর আপনার মতে আর কোন কোন প্রাইভেট ইউনিভার্সিটি ভালো হবে..!,neutral
"120-150 কোর্স বলা হয়েছে, এটা ক্রেডিট হবে",neutral
"ভাইয়া আপনার সাজেশন মতো ব্র্যাক ইউনিভার্সিটিতে সিএসই ডিপার্টমেন্টে ভর্তি হয়েছি। তো ভাইয়া আপনি আগের ভিডিওতে স্টুডেন্টদের সেলফ ফাইন্যান্সিয়াল সাপোর্ট নিয়ে ভিডিও বানাবেন বলছিলেন। হেল্প হতো খুব। এখন বিগিনার হিসেবে কি কি স্কিল ডেভেলপমেন্ট করা উচিত? এখন কি ফারহান ভাইয়ের একাডেমি থেকে ডিজিটাল মার্কেটিং শিখা ঠিক হবে? নাকি অন্য কিছু? আমাদের পাইথন দিয়ে শুরু করে অনেকে নিজে নিজে প্রথম থেকে সি, সি++ শিখতে বলছে আপনার মতামত কি? প্রথম থেকে কিভাবে পড়লে সিজি ভালো রাখা যাবে, প্রোগ্রামিং বা ক্লাব অ্যাক্টিভিটির পাশাপাশি?",neutral
ভাইয়া সিভিল এর জন্য টপ 3-4 টা ইউনিভার্সিটি সিলেক্ট করে দিবেন.. অবশ্যই জানো আইইবি অ্যাক্রেডিটেড হয়... রিসেন্ট 🙄🙄🙄,neutral
ভাই নর্থ সাউথ ইউনিভার্সিটি এলএলবি টোটালি অ্যামাউন্ট কতো লাগবে,neutral
ভাইয়া আপনার ভিডিওর অপেক্ষায় থাকি আপনার কথা বলা আর বুঝানোর স্টাইল অন্য ইউটিউবার থেকে অনেক আলাদা।,neutral
ভাইয়া নর্থ সাউথ সিএসই এর জন্য কেমন? শুনছি... সিজিপিএ তোলা খুব টাফ... জব মার্কেটে এটার প্রভাব কেমন পড়বে? আর 960000 টাকার বাহিরে কি কোনো কস্ট আছে?,neutral
থ্যাংকস অ্যা লট! ♥️♥️✨✨,neutral
থ্যাংকস অ্যা লট ফর দ্যা কমপ্লিমেন্ট! ♥️✨✨,neutral
থ্যাংকস অ্যা লট ভাইয়া ❤️✨,neutral
বেশ ভালো,neutral
@iamutsho অ্যাডমিশন টেস্টের কোশ্চেন ডিফিকাল্টির কথা বলছি,neutral
আস্ট এনএসইউ ব্র্যাকইউ,neutral
@iamutsho থ্যাংকস 😊,neutral
এনএসইউতে ভর্তি পরীক্ষা অনেক সহজ... কিন্তু ইংলিশটা একটু ভালো মতো দেখেন,neutral
"ইন শা আল্লাহ, এনএসইউ'র অ্যাডমিশন টেস্ট নিয়ে একটা সেপারেট ভিডিও আপলোড করবো! ♥️✨✨",neutral
🥰,neutral
"ইন শা আল্লাহ, ভাইয়া... ভিডিও আসবে ♥️✨✨",neutral
ভাই বিবিএ ডিপার্টমেন্টে তো 40 থেকে 42 টা কোর্স করতে হয় 4 বছরে,neutral
আমি এটা শুনে প্রথমে ঘাবড়ে গেছিলাম,neutral
ভাইয়া ডে প্রোগ্রাম বলতে কি বোঝায় প্লিজ এক্সপ্লেইন 🙏,neutral
ইন শা আল্লাহ,neutral
টোটাল গ্রেড পয়েন্ট 8.00 এর নিচে থাকলে এনএসইউতে অ্যাপ্লাই করা যাবে না ভাইয়া......,neutral
"থ্যাংকস অ্যা লট, ইউ সেইভড মি! ♥️♥️✨✨",neutral
"কংগ্রাচুলেশনস, ভাইয়া! ✨✨ বেস্ট উইশেস ফর ইওর নিউ জার্নি! ♥️♥️ ১। সেলফ ফাইন্যান্স নিয়ে ভিডিওটা খুব সম্ভবত আগামী সপ্তাহে আসতে যাচ্ছে! আমি খুব চেষ্টা করবো, আগামী সপ্তাহেই ভিডিওটা দিতে, ইন শা আল্লাহ। ২। বিগিনার হিসেবে যেসব স্কিল ডেভলপ করা যেতে পারে, তা নিয়েও ফাইন্যান্স এর ভিডিওটাতে কথা হবে, ইন শা আল্লাহ। ৩। ডিজিটাল মার্কেটিং ফিল্ডে স্কিল ডেভেলপ করতে চাইলে ফারহান ভাইয়ের একাডেমি ওয়ান অফ দ্যা বেস্ট অপশন হতে পারে। ৪। পাইথন থেকে শুরু করে সি++ পর্যন্ত ভালোভাবে রপ্ত করার পরামর্শটা খুবই কাজের! এটা করতে পারলে প্রোগ্রামিং এর বেইজ অনেক স্ট্রং হবে, ইন শা আল্লাহ। ৫। আপনার সর্বশেষ কোয়েশ্চনটা নিয়ে একটা সেপারেট ভিডিও দিবো, ইন শা আল্লাহ।",neutral
"এনএসইউ, আইইউবিএটি, আস্ট, ইউএপি",neutral
@nhsejan3816 ডেট এক্সপায়ার্ড হয়েছে শুনলাম... রিনিউ হচ্ছে.... 🙄🙄,neutral
সব চার্জেস সহ অ্যারাউন্ড 10.20 লাখ,neutral
"থ্যাংকস অ্যা লট ভাইয়া, ফর সাচ অ্যান ইন্সপায়ারিং কমপ্লিমেন্ট! ♥️✨✨",neutral
"নর্থ সাউথে সিএসই বেশ ভালো। পড়াশোনা না করলে এখানে সিজি তোলা বেশ টাফ। জব মার্কেটে প্রভাব খুব ভালো। 9.60 লাখ টিউশন ফি + (9.5K * 12 = যেটা হয়, এটা 4 বছরে আদার্স যা যা সার্ভিসেস আছে সবগুলোর টোটাল চার্জ)",neutral
ওয়া আলাইকুম আসসালাম,neutral
ইনশাআল্লাহ,neutral
৩:৪০,neutral
এই লোকটি এখনো কেন প্রাসঙ্গিক? কনোরকে কোচিং এবং খাবিবের বিরুদ্ধে লড়াইয়ের তার কী অর্জন? আমি আশা করি খামজাত তাকে রিটায়ার করবে,neutral
ভাইয়া প্লিজ আমার মেসেজের রিপ্লাই দিন..আমি এইচএসসি ২৫ ব্যাচের একজন স্টুডেন্ট..মেডিকেল প্রিপ নিয়েছিলাম তা হয়নি..আস্তে আস্তে এভাবে কোনো পাবলিক ইউনিভার্সিটিতেই চান্স পাইনি..এখন ফ্যামিলি প্রাইভেট ইউনিভার্সিটিতে ভর্তি করতে রাজি না..আমাকে বলে যে হলে প্রাইভেট মেডিকেলে ভর্তি হও..এখন কী করা উচিত আমার ভাইয়া একটু বলেন প্লিজ,neutral
